,Unnamed: 0,playerID,nameFirst,nameLast,bats,throws,debut,finalGame,G,AB,R,H,2B,3B,HR,RBI,SB,BB,SO,IBB,HBP,SH,SF,Years_Played,HoF,votedBy,Most Valuable Player,AS_games,Gold Glove,Rookie of the Year,World Series MVP,Silver Slugger,playerIDmstr,G_all,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,pre1920,1920-41,1942-45,1946-62,1963-76,1977-92,1993-2009,post2009,1B,SLG,OBS,OPS
7237,9602.0,kosloda01,Dave,Koslo,L,L,1941-09-12,1955.0,350.0,516.0,31.0,56.0,12.0,0.0,3.0,30.0,1.0,36.0,222.0,,1.0,18.0,,12.0,,,,,,,,,kosloda01,350,348,0,0,0,0,0,0,0,0,0,0.0,0,4,19,327,0,0,0,0,41.0,0.14922480620155038,,
7244,10105.0,lemonbo01,Bob,Lemon,L,R,1941-09-09,1958.0,615.0,1183.0,148.0,274.0,54.0,9.0,37.0,147.0,2.0,93.0,241.0,,2.0,49.0,,15.0,1.0,BBWAA,,7.0,,,,,lemonbo01,615,460,0,0,0,2,0,0,13,1,14,0.0,0,5,5,605,0,0,0,0,174.0,0.3863060016906171,,
7246,10250.0,lindejo01,Johnny,Lindell,R,R,1941-04-18,1954.0,854.0,2795.0,401.0,762.0,124.0,48.0,72.0,404.0,17.0,289.0,366.0,,16.0,22.0,,12.0,,,,1.0,,,,,lindejo01,854,55,0,16,0,0,0,275,299,127,689,0.0,0,1,339,514,0,0,0,0,518.0,0.4286225402504472,,
7260,12635.0,musiast01,Stan,Musial,L,L,1941-09-17,1963.0,3026.0,10972.0,1949.0,3630.0,725.0,177.0,475.0,1951.0,78.0,1599.0,696.0,,53.0,35.0,,22.0,1.0,BBWAA,3.0,24.0,,,,,musiast01,3026,1,0,1016,0,0,0,929,331,783,1894,0.0,0,12,443,2447,124,0,0,0,2253.0,0.559059423988334,,
7269,13896.0,phillda01,Dave,Philley,B,R,1941-09-06,1962.0,1904.0,6296.0,789.0,1700.0,276.0,72.0,84.0,729.0,101.0,594.0,551.0,,17.0,71.0,,18.0,,,,,,,,,phillda01,1904,0,0,124,0,22,0,201,590,719,1452,0.0,0,7,0,1897,0,0,0,0,1268.0,0.3767471410419314,,
7270,14080.0,polleho01,Howie,Pollet,L,L,1941-08-20,1956.0,407.0,698.0,54.0,129.0,17.0,2.0,0.0,48.0,0.0,55.0,159.0,,0.0,37.0,,14.0,,,,3.0,,,,,polleho01,407,403,0,0,0,0,0,0,0,0,0,0.0,0,9,43,355,0,0,0,0,110.0,0.2148997134670487,,
7272,14224.0,priddje01,Jerry,Priddy,R,R,1941-04-17,1953.0,1296.0,4720.0,612.0,1252.0,232.0,46.0,61.0,541.0,44.0,624.0,639.0,,13.0,71.0,,11.0,,,,,,,,,priddje01,1296,0,0,32,1177,53,19,0,0,0,0,0.0,0,56,208,1032,0,0,0,0,913.0,0.3726694915254237,,
7276,14916.0,rizzuph01,Phil,Rizzuto,R,R,1941-04-14,1956.0,1661.0,5816.0,877.0,1588.0,239.0,62.0,38.0,563.0,149.0,651.0,398.0,,49.0,193.0,,13.0,1.0,Veterans,1.0,5.0,,,,,rizzuph01,1661,0,0,0,3,0,1646,0,0,0,0,0.0,0,133,144,1384,0,0,0,0,1249.0,0.35505502063273725,,
7278,15625.0,sauerha01,Hank,Sauer,R,R,1941-09-09,1959.0,1399.0,4796.0,709.0,1278.0,200.0,19.0,288.0,876.0,11.0,561.0,714.0,,34.0,9.0,,15.0,,,1.0,2.0,,,,,sauerha01,1399,0,0,38,0,0,0,1029,0,209,1228,0.0,0,9,38,1352,0,0,0,0,771.0,0.4962468723936614,,
7280,15777.0,schmijo01,Johnny,Schmitz,R,L,1941-09-06,1956.0,368.0,587.0,32.0,83.0,9.0,3.0,2.0,32.0,0.0,20.0,147.0,,0.0,43.0,,13.0,,,,2.0,,,,,schmijo01,368,366,0,0,0,0,0,0,0,0,0,0.0,0,6,23,339,0,0,0,0,69.0,0.17717206132879046,,
7286,16953.0,stephve01,Vern,Stephens,R,R,1941-09-13,1955.0,1720.0,6497.0,1001.0,1859.0,307.0,42.0,247.0,1174.0,25.0,692.0,685.0,,6.0,37.0,,15.0,,,,8.0,,,,,stephve01,1720,0,0,0,0,322,1329,9,0,3,11,0.0,0,3,576,1141,0,0,0,0,1263.0,0.46036632291826995,,
7291,17178.0,suderpe01,Pete,Suder,R,R,1941-04-15,1955.0,1421.0,5085.0,469.0,1268.0,210.0,44.0,49.0,541.0,19.0,288.0,456.0,,7.0,92.0,,13.0,,,,,,,,,suderpe01,1421,0,0,7,805,396,203,0,0,2,2,0.0,0,139,259,1023,0,0,0,0,965.0,0.3368731563421829,,
7294,17911.0,truckvi01,Virgil,Trucks,R,R,1941-09-27,1958.0,517.0,949.0,63.0,171.0,23.0,1.0,2.0,70.0,1.0,9.0,153.0,,2.0,46.0,,17.0,,,,2.0,,,,,truckvi01,517,517,0,0,0,0,0,0,0,0,0,0.0,0,1,62,454,0,0,0,0,145.0,0.21285563751317177,,
7295,18363.0,waitked01,Eddie,Waitkus,L,L,1941-04-15,1955.0,1140.0,4254.0,528.0,1214.0,215.0,44.0,24.0,373.0,28.0,372.0,204.0,,11.0,40.0,,11.0,,,,2.0,,,,,waitked01,1140,0,0,1046,0,0,0,20,0,0,20,0.0,0,12,0,1128,0,0,0,0,931.0,0.37353079454630933,,
7298,18844.0,whiteha01,Hal,White,R,R,1941-04-22,1954.0,337.0,255.0,15.0,37.0,7.0,0.0,0.0,7.0,0.0,16.0,91.0,,1.0,10.0,,12.0,,,,,,,,,whiteha01,337,336,0,0,0,0,0,0,0,0,0,0.0,0,4,66,267,0,0,0,0,30.0,0.17254901960784313,,
7311,1422.0,blackew01,Ewell,Blackwell,R,R,1942-04-21,1955.0,237.0,443.0,31.0,77.0,12.0,1.0,1.0,22.0,0.0,12.0,73.0,,0.0,28.0,,10.0,,,,6.0,,,,,blackew01,237,236,0,0,0,0,0,0,0,0,0,0.0,0,0,2,235,0,0,0,0,63.0,0.21218961625282168,,
7315,1673.0,borowha01,Hank,Borowy,R,R,1942-04-18,1951.0,316.0,571.0,43.0,99.0,22.0,6.0,0.0,48.0,0.0,28.0,138.0,,1.0,46.0,,10.0,,,,2.0,,,,,borowha01,316,314,0,0,0,0,0,0,0,0,0,0.0,0,0,122,194,0,0,0,0,71.0,0.2329246935201401,,
7323,3332.0,colemjo04,Joe,Coleman,R,R,1942-09-19,1955.0,223.0,363.0,20.0,66.0,16.0,0.0,4.0,26.0,1.0,22.0,133.0,,0.0,22.0,,10.0,,,,1.0,,,,,colemjo04,223,223,0,0,0,0,0,0,0,0,0,0.0,0,0,1,222,0,0,0,0,46.0,0.25895316804407714,,
7354,8115.0,holmeto01,Tommy,Holmes,L,L,1942-04-14,1952.0,1320.0,4992.0,698.0,1507.0,292.0,47.0,88.0,581.0,40.0,480.0,122.0,,24.0,69.0,,11.0,,,,2.0,,,,,holmeto01,1320,0,0,0,0,0,0,40,442,753,1232,0.0,0,0,602,718,0,0,0,0,1080.0,0.43209134615384615,,
7365,10505.0,lowrepe01,Peanuts,Lowrey,R,R,1942-04-14,1955.0,1401.0,4317.0,564.0,1177.0,186.0,45.0,37.0,479.0,48.0,403.0,226.0,,11.0,97.0,,13.0,,,,1.0,,,,,lowrepe01,1401,0,0,1,33,143,19,569,387,44,979,0.0,0,0,300,1101,0,0,0,0,909.0,0.36228862636089876,,
7368,10982.0,marshwi01,Willard,Marshall,L,R,1942-04-14,1955.0,1246.0,4233.0,583.0,1160.0,163.0,39.0,130.0,604.0,14.0,458.0,219.0,,13.0,29.0,,11.0,,,,3.0,,,,,marshwi01,1247,0,0,0,0,0,0,147,115,896,1139,0.0,0,0,116,1131,0,0,0,0,828.0,0.4231041814316088,,
7375,12964.0,northro01,Ron,Northey,L,R,1942-04-14,1957.0,1084.0,3172.0,385.0,874.0,172.0,28.0,108.0,513.0,7.0,361.0,297.0,,15.0,14.0,,12.0,,,,,,,,,northro01,1084,0,0,0,0,2,0,18,0,803,819,0.0,0,0,426,658,0,0,0,0,566.0,0.44955863808322827,,
7377,13801.0,peskyjo01,Johnny,Pesky,L,R,1942-04-14,1954.0,1270.0,4745.0,867.0,1455.0,226.0,50.0,17.0,404.0,53.0,662.0,218.0,,25.0,83.0,,10.0,,,,1.0,,,,,peskyjo01,1270,0,0,0,140,459,589,0,0,0,0,0.0,0,0,147,1123,0,0,0,0,1162.0,0.38609062170706004,,
7383,14710.0,reynoal01,Allie,Reynolds,R,R,1942-09-17,1954.0,475.0,857.0,56.0,140.0,19.0,4.0,1.0,79.0,1.0,61.0,186.0,,5.0,58.0,,13.0,,,,6.0,,,,,reynoal01,475,434,0,0,0,0,0,0,0,0,0,0.0,0,0,126,349,0,0,0,0,116.0,0.1983663943990665,,
7387,14992.0,robined01,Eddie,Robinson,L,R,1942-09-09,1957.0,1315.0,4282.0,546.0,1146.0,172.0,24.0,172.0,723.0,10.0,521.0,359.0,,50.0,33.0,,13.0,,,,4.0,,,,,robined01,1315,0,0,1126,0,0,0,0,0,0,0,0.0,0,0,8,1307,0,0,0,0,778.0,0.43951424567958897,,
7389,15380.0,russeji01,Jim,Russell,B,R,1942-09-12,1951.0,1035.0,3595.0,554.0,959.0,175.0,51.0,67.0,428.0,59.0,503.0,427.0,,22.0,25.0,,10.0,,,,,,,,,russeji01,1035,0,0,11,0,0,0,568,355,30,941,0.0,0,0,449,586,0,0,0,0,666.0,0.39972183588317106,,
7390,15405.0,ryanco01,Connie,Ryan,R,R,1942-04-14,1954.0,1184.0,3982.0,535.0,988.0,181.0,42.0,56.0,381.0,69.0,518.0,514.0,,14.0,81.0,,12.0,,,,1.0,,,,,ryanco01,1185,0,0,7,976,119,19,0,0,1,1,0.0,0,0,231,954,0,0,0,0,709.0,0.35685585133098946,,
7391,15462.0,sainjo01,Johnny,Sain,R,R,1942-04-17,1955.0,433.0,774.0,69.0,190.0,28.0,4.0,3.0,101.0,0.0,24.0,20.0,,2.0,56.0,,11.0,,,,3.0,,,,,sainjo01,433,412,0,0,0,0,0,0,0,0,0,0.0,0,0,40,393,0,0,0,0,155.0,0.30361757105943155,,
7395,15672.0,scarbra01,Ray,Scarborough,R,R,1942-06-26,1953.0,318.0,456.0,32.0,85.0,10.0,1.0,1.0,35.0,0.0,18.0,81.0,,0.0,31.0,,10.0,,,,1.0,,,,,scarbra01,318,318,0,0,0,0,0,0,0,0,0,0.0,0,0,41,277,0,0,0,0,73.0,0.21929824561403508,,
7399,16704.0,spahnwa01,Warren,Spahn,L,L,1942-04-19,1965.0,783.0,1872.0,141.0,363.0,57.0,6.0,35.0,189.0,4.0,94.0,487.0,,7.0,68.0,,21.0,1.0,BBWAA,,17.0,,,,,spahnwa01,783,750,0,0,0,0,0,0,0,0,0,0.0,0,0,4,670,109,0,0,0,265.0,0.28685897435897434,,
7405,18300.0,vollmcl01,Clyde,Vollmer,R,R,1942-05-31,1954.0,685.0,2021.0,283.0,508.0,77.0,10.0,69.0,339.0,7.0,243.0,328.0,,11.0,10.0,,10.0,,,,,,,,,vollmcl01,685,0,0,0,0,0,0,215,188,154,552,0.0,0,0,12,673,0,0,0,0,352.0,0.40178129638792676,,
7409,19407.0,wyrosjo01,Johnny,Wyrostek,L,R,1942-09-10,1954.0,1221.0,4240.0,525.0,1149.0,209.0,45.0,58.0,481.0,33.0,482.0,437.0,,25.0,33.0,,11.0,,,,2.0,,,,,wyrosjo01,1221,0,0,28,1,2,0,51,402,688,1104,0.0,0,0,60,1161,0,0,0,0,837.0,0.38254716981132075,,
